text,hap_val,ang_val,sad_val,fea_val,dis_val,EMO_lab
"W Konfederacji mamy cały ten bogaty nasz program, jako piątkę Konfederacji, pozwolę sobie go tutaj pokazać nie zajmujemy się w tym programie sprawą pana Banasia, albo tą czy inną aferą PiS-u czy Platformy, tylko zajmujemy się rzeczami kluczowymi  - jak sądzimy -  dla Polaków.",0.56,0.45,0.38,0.42,0.37,HAP
"W Konfederacji mamy cały ten bogaty nasz program, jako piątkę Konfederacji, pozwolę sobie go tutaj pokazać Jeżeli chodzi o nominacje na różne funkcje, no to trzeba się kierować zdrowym rozsądkiem, ostrożnością, no i oczywiście tutaj powinna swoją rolę też odegrać służby specjalne.",1.3,0.54,0.46,0.66,0.43,HAP
"W tej sprawie,  w sprawie pana Banasia w dosyć oczywisty sposób zawiodło państwo i zawiodły służby. Bo to jest jedna z dwóch możliwych sytuacji.",0.44,0.38,0.4,0.46,0.33,FEA
"Więc jedna przerażająca opcja jest taka że służby tego nie wiedziały, Pierwsza sytuacja jest taka, że mamy służby tak nieudolne, że nie są w stanie zorientować się że człowiek pełniący najwyższe stanowiska państwowe: w administracji skarbowej, w Służbie Celnej, czyli tam gdzie przestępcy marzą o tym żeby mieć wpływ, na to w jaki sposób podejmowane są decyzje, że ten człowiek ma powiązania takie jakie ma, takie jakie zostały ujawnione przez media.",0.99,0.63,0.6,0.76,0.52,HAP
"Bo to jest jedna z dwóch możliwych sytuacji. Więc jedna przerażająca opcja jest taka że służby tego nie wiedziały,",1.36,0.83,0.86,1.44,0.76,FEA
"Bo to jest jedna z dwóch możliwych sytuacji. ale druga jeszcze gorsza jest taka, że być może służby to wiedziały, ale politycy którzy stali na czele rządu na czele partii rządzącej uznali że to nie jest problem, bo to jest nasz, bo to jest kolega - w związku z tym można na to przymknąć oko.",1.78,1.43,1.27,1.4,1.1,HAP
"Myśmy zwracali się o informacje w tej sprawie do ministra koordynatora służb specjalnych, do premiera o zwołanie specjalnego posiedzenia Sejmu  - odpowiedziała cisza, bo ja rozumiem że PiS wstydzi się powiedzieć jaka była w tej sprawie prawda.  W tej sprawie,  w sprawie pana Banasia w dosyć oczywisty sposób zawiodło państwo i zawiodły służby.",0.79,0.52,0.45,0.54,0.43,HAP
Polski miks energetyczny musi się zmieniać w kierunku dywersyfikacji różnych źródeł energii ze źródeł odnawialnych. Od tego zależy również nasze bezpieczeństwo energetyczne.,1.1,0.41,0.4,0.53,0.36,HAP
"Polski miks energetyczny musi się zmieniać w kierunku dywersyfikacji różnych źródeł energii ze źródeł odnawialnych. Dlatego chociażby sprowadzamy gaz ze Stanów Zjednoczonych dzięki gazoportu w Świnoujściu, zbudujemy drugi gazoport na Zatoce Gdańskiej, również rurociąg Baltic Pipe, gaz norweski.",0.56,0.24,0.24,0.32,0.21,HAP
"Polski miks energetyczny musi się zmieniać w kierunku dywersyfikacji różnych źródeł energii ze źródeł odnawialnych. Rozwijamy, rozpoczynamy wielki program budowy morskiej energetyki wiatrowej, wielkich farm wiatrowych na morzu tam gdzie nie powodują one takich problemów społecznych jak na lądzie, co zdają się bronić państwo z opozycji, i takich problemów z którymi Polacy się zwracali. Na morzu mogą to być wielkie farmy które zapewnią stabilną energię do polskiego systemu.",1.2,0.69,0.72,0.88,0.54,HAP
"Ale węgiel to podstawa, to złoże które mamy u siebie, to podstawa naszego bezpieczeństwa energetycznego. To również źródło pracy dla polskich górników. Dlatego odejście od węgla musi odbywać się w sposób naturalny, w sposób nie szkodzący polskiej gospodarce, nie odbierający im miejsc pracy, bo tu akurat rację miał miał jeden z moich przedmówców: to nie Polska odpowiada za 99 proc. emisji na świecie.",1.45,0.91,0.9,1.06,0.72,HAP
"Powtórzę, należało przyjąć cele klimatyczne, bo musimy być odpowiedzialni za zmiany klimatyczne,",2.42,1.25,1.46,1.88,1.14,HAP
"Powtórzę, należało przyjąć cele klimatyczne, przyjąć je też po to, żeby Unia Europejska mogła przeznaczyć na transformację energetyki w Polsce ogromne pieniądze",1.04,0.56,0.63,0.8,0.51,HAP
"przyjąć je też po to, żeby Unia Europejska mogła przeznaczyć na transformację energetyki w Polsce ogromne pieniądze taki był zamysł Unii Europejskiej, jedna czwarta nowej perspektywy finansowej ma być dedykowana właśnie temu celowi.",0.95,0.35,0.37,0.55,0.31,HAP
"Konfederacja nie zajmuje się snuciem wizji,  tylko mówieniem prawdę, a prawda jest taka że polska energetyka jest tak rozstrojona,  że przez najbliższe kilkadziesiąt lat znaczną część, być może większość energii, będziemy wytwarzać z węgla. 80 proc. naszej energii w tej chwili pochodzi z węgla.",1.05,0.57,0.59,0.66,0.52,HAP
"Wszyscy którzy znają się na rzeczy wiedzą ,że nie da się od tego odejść w terminach narzuconych nam przez Unię Europejską. Polityka Unii Europejskiej jest zarysowane w takim horyzoncie, żeby zajechać polską energetykę, zajechać polski przemysł i polską gospodarkę.",0.67,0.31,0.32,0.41,0.26,HAP
Dla Koalicji Obywatelskiej aktywiści ekologiczni to nie jest młodzież wykorzystywana przez lobbystów. My tych ludzi szanujemy.,0.51,0.39,0.38,0.38,0.33,HAP
Dla Koalicji Obywatelskiej aktywiści ekologiczni to nie jest młodzież wykorzystywana przez lobbystów. I ci ludzie znaleźli się na naszych listach - na naszych listach są przedstawiciele Partii Zielonych.,0.68,0.64,0.52,0.66,0.59,HAP
"Kopalnie będą wygłaszane ale nie można mówić że przez sto lat będziemy jeszcze wydobywać węgiel. Ten węgiel w Polsce się kończy, kończy się bezpieczne wydobywanie węgla, nie można narażać górników na to że będą w kopalni zostawali na zawsze.",1.74,1.12,1.34,1.67,0.98,HAP
"Nawet jeżeli Unia Europejska jakimś cudem zredukuje swoje emisje do zera, tak jak zakładają politycy z Europy Zachodniej, to są Chiny, to są USA. A co robi przemysł unijny? Ucieka do Chin i ucieka do Indii. Chciałbym pokazać jeszcze raz ten wykres. On pokazuje globalne emisje CO2. Tutaj widać wyraźnie Polska 0,9 proc. globalnych emisji, cała Unia Europejska 10 proc.",0.49,0.39,0.35,0.48,0.33,HAP
"Jestem, zdaje się, jedynym uczestnikiem tej debaty, który udzieli odpowiedzi na Państwa pytanie: powinniśmy wyjść z węgla do 2035 roku. To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia",1.1,0.85,0.76,0.96,0.69,HAP
"To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia to jest to co mówią nam praktycznie wszyscy zgodnie naukowcy: wpływ człowieka na klimat będzie oznaczać dla pokolenia naszych dzieci i dla pokolenia naszych wnuków dramatyczne problemy,",0.99,0.75,0.73,0.83,0.58,HAP
"To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia będzie oznaczać nie tylko lato w którym będzie susza,",1.27,0.71,0.69,0.8,0.57,HAP
"To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia nie tylko wyższe koszty żywności,",1.12,0.75,0.73,0.86,0.57,HAP
"To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia nie tylko to, że w miastach nie będzie wody,",1.41,0.84,0.83,1.0,0.67,HAP
"To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia nie tylko fale gorąca",0.89,0.67,0.64,0.77,0.52,HAP
"To nie jest wbrew pozorom kwestia ambicji tylko elementarnej odpowiedzialności, bo kryzys klimatyczny, panie Bosak, to nie jest ideologia i to że dziesiątki tysięcy starszych osób będą umierać",1.1,0.9,1.04,1.09,0.69,HAP
Koalicja Obywatelska wie co trzeba zrobić żeby naprawić ochronę zdrowia. musimy zrealizować nasz program - europejską ochronę zdrowia.,1.76,0.59,0.6,0.9,0.55,HAP
"musimy zrealizować nasz program - europejską ochronę zdrowia. Niestety nie stanie się to przez podpisanie 5 punktowego paktu,",1.1,0.65,0.56,0.76,0.51,HAP
"Koalicja Obywatelska wie co trzeba zrobić żeby naprawić ochronę zdrowia. Wczoraj w Brukseli była Małgorzata Kidawa-Błońska, żeby mówić o tym jak odzyskać 100 miliardów złotych które na wejściu w negocjacje nowej perspektywy budżetowej zaprzepaścił niestety rząd PiS-u.",1.07,0.5,0.45,0.59,0.43,HAP
"My wiemy jak się to robi, tak jak zbudowaliśmy trzy tysiące kilometrów dróg i autostrad, chociaż nikt nie wierzył że to da się zrobić to samo zrobimy z ochroną zdrowia.",1.79,0.83,0.96,1.04,0.69,HAP
"To bardzo dobre że tę debatę zaczynamy od rzeczy najważniejszej dla Polek i Polaków, czyli od zdrowia, tym bardziej że rząd PiS u przez ostatnie cztery lata wydłużył jak dotychczas kolejki do bardzo wielu specjalistów a na chemioterapię przeznacza tyle pieniędzy ile na propagandową telewizję.",0.89,0.91,0.8,0.82,0.71,ANG
"już wspominałem przed chwilą że mi się wydaje że to nie tylko potrzebne, możliwe, ale po prostu konieczne, Takie pakty były podpisywane w wielu krajach między innymi w krajach skandynawskich i one pozwalają na to żeby w stabilny, odpowiedzialny sposób planować przyszłość.",2.13,1.02,1.22,1.33,0.82,HAP
"już wspominałem przed chwilą że mi się wydaje że to nie tylko potrzebne, możliwe, ale po prostu konieczne, jeżeli chcemy żeby polska ochrona zdrowia zmieniła się na lepsze to musimy planować w perspektywie dłuższej niż doraźna, wyborcza, czteroletnia.",1.83,0.78,0.93,0.96,0.67,HAP
"Więc my jako lewica jesteśmy jak najbardziej za tym, żeby usiąść do takich rozmów, w szczególności do Okrągłego Stołu ze środowiskiem medycznym. I nie tylko lekarzami i pielęgniarkami ale wszystkimi zawodami medycznymi bo medycyna to jest sport zespołowy i tak naprawdę tylko wtedy działa sprawnie jeśli opiera się na współpracy i na dobrym traktowaniu wszystkich pracowników sektora medycznego. już wspominałem przed chwilą że mi się wydaje że to nie tylko potrzebne, możliwe, ale po prostu konieczne,",1.34,0.72,0.7,0.89,0.66,HAP
"W związku z tym to nie jest pakiet który można podpisać przed wyborami który za chwilę się po wyborach zapomni. Dziś postulat lekarzy środowisk medycznych i ekspertów brzmi tak -  to jest postulat także do polityków: usiądziemy razem i opracujemy pakiet zmian, który obowiązywał będzie bez względu na to kto jest aktualnie przy władzy.",1.48,1.03,0.93,1.26,0.79,HAP
"Natomiast jeszcze raz podkreślę że to co różni Konfederację i wszystkie stojące tutaj siły polityczne, to my nie wierzymy, że jeden centralny planista jest w stanie zaplanować w dobry sposób organizację gabinetów dla trzydziestu kilku milionów ludzi. Ta filozofia jest absurdalna.",1.17,0.69,0.64,0.76,0.55,HAP
"Natomiast jeszcze raz podkreślę że to co różni Konfederację i wszystkie stojące tutaj siły polityczne, to my nie wierzymy, że jeden centralny planista jest w stanie zaplanować w dobry sposób organizację gabinetów dla trzydziestu kilku milionów ludzi. Jesteśmy jedyną siłą która ten absurd odrzuca, mówię to odważnie,",1.46,1.01,0.88,1.07,0.74,HAP
"Natomiast jeszcze raz podkreślę że to co różni Konfederację i wszystkie stojące tutaj siły polityczne, to my nie wierzymy, że jeden centralny planista jest w stanie zaplanować w dobry sposób organizację gabinetów dla trzydziestu kilku milionów ludzi. jesteśmy zwolennikami aby każdy swoją część składki zdrowotnej mógł wyprowadzić do dowolnego funduszu który będzie nią zarządzał w sposób najbardziej efektywny.",1.15,0.64,0.59,0.72,0.52,HAP
"W związku z tym to nie jest pakiet który można podpisać przed wyborami który za chwilę się po wyborach zapomni. Dziś postulat lekarzy środowisk medycznych i ekspertów brzmi tak -  to jest postulat także do polityków: usiądziemy razem i opracujemy pakiet zmian, który obowiązywał będzie bez względu na to kto jest aktualnie przy władzy.",1.48,1.03,0.93,1.26,0.79,HAP
"Jesteśmy absolutnie za. Ja nawet ten pomysł z operacjonalizuję, zwracając się do przedstawiciela PSL-u i Lewicy, bo w gruncie rzeczy mówimy o tym samym, mówimy o zwiększeniu nakładów, mówimy o zmianie organizacyjnej, więc zróbmy coś naprawdę, wygrajmy te wybory, stwórzmy koalicyjny rząd i w centrum ochrony zdrowia postawmy wreszcie pacjenta.",1.65,1.01,0.89,1.27,0.86,HAP
"Jesteśmy absolutnie za. Niech NFZ nie będzie rozliczany z pieniędzy, tylko niech będzie rozliczany z tego czy zmniejsza się śmiertelność - która panie pośle przez cztery lata niestety drastycznie w Polsce wzrosła -  czy zmniejszają się kolejki, ale kolejki chorych którzy nie mają czasu na czekanie, i czy  Polki chorujące na raka piersi mają takie same szanse na wyleczenie jak Niemki czy Francuzki.",0.53,0.49,0.42,0.43,0.35,HAP
Jesteśmy absolutnie za. Bo my mówimy jasno i wyraźnie: wiemy jak to zrobić i mówimy -  21 dni oczekiwania do specjalisty i 60 minut oczekiwania na SORze.To jest nasza propozycja.,1.92,1.0,0.94,1.31,0.75,HAP
"W związku z tym to nie jest pakiet który można podpisać przed wyborami który za chwilę się po wyborach zapomni. Dziś postulat lekarzy środowisk medycznych i ekspertów brzmi tak -  to jest postulat także do polityków: usiądziemy razem i opracujemy pakiet zmian, który obowiązywał będzie bez względu na to kto jest aktualnie przy władzy.",1.48,1.03,0.93,1.26,0.79,HAP
"To jest standard Prawa i Sprawiedliwości my jesteśmy wiarygodni. I to właśnie zrealizujemy Ale to nie wszystko: uruchomimy fundusz modernizacji szpitali, żeby właśnie wspierać samorządy, te które mają problem z zarządzaniem szpitalami, które sobie z tym nie radzą, żeby otrzymały dodatkowe środki, żeby mogły rozwijać podległe sobie szpitale. Wybudujemy za miliard złotych najnowocześniejsze centrum onkologii, żeby te kluczowe choroby takie jak onkologiczne czy kardiologiczne, żeby opieka nad pacjentami była na najwyższym poziomie. Wreszcie  - skoordynowana opieka dla seniorów w każdym powiecie.",0.95,0.48,0.53,0.58,0.4,HAP
"To jest standard Prawa i Sprawiedliwości my jesteśmy wiarygodni. I to właśnie zrealizujemy Jeżeli będziemy z woli wyborców rządzić drugą kadencję, obiecujemy tak samo skrócić kolejki do kolejnych specjalistów.",0.39,0.36,0.3,0.31,0.26,HAP
"To jest standard Prawa i Sprawiedliwości my jesteśmy wiarygodni. I to właśnie zrealizujemy   ale po kolei,  krok po kroku to rozwiązujemy. Nie tylko zaćmy to również wszczepienie endoprotezy to chociażby tomograf komputerowy.",0.73,0.31,0.34,0.43,0.26,HAP
"  ale po kolei,  krok po kroku to rozwiązujemy. Nie tylko zaćmy to również wszczepienie endoprotezy to chociażby tomograf komputerowy. Polacy, to że muszą czekać w kolejkach na różnego rodzaju operacje i procedury, to jest właśnie ta spuścizna którą odwiedziliśmy po naszych przeciwnikach,",0.86,0.85,0.69,0.87,0.59,FEA
"Niestety nie będzie tak jak zapowiadał pan Marcin Horała, nie będzie skrócenia kolejek do specjalistów, ponieważ specjaliści z Polski wyjeżdżają i kształcimy ich za mało.",0.65,0.48,0.37,0.39,0.31,HAP
"Niestety nie będzie tak jak zapowiadał pan Marcin Horała, nie będzie skrócenia kolejek do specjalistów, Świadectwem tego, że rząd nie wierzy w swoje własne zapowiedzi jest zmiana prawa",1.07,0.83,0.69,0.8,0.62,HAP
"Świadectwem tego, że rząd nie wierzy w swoje własne zapowiedzi jest zmiana prawa mianowicie rząd już w tej chwili uchwala liberalizację przepisów jeżeli chodzi o zatrudnianie obcokrajowców w polskich szpitalach na funkcjach lekarskich, o nostryfikacji dyplomów.",1.1,0.66,0.53,0.69,0.54,HAP
"Świadectwem tego, że rząd nie wierzy w swoje własne zapowiedzi jest zmiana prawa Świadectwem tego, że rząd już w tej chwili przygotowuje się do tego żeby obsługiwać ochronę zdrowotną Polaków przy pomocy lekarzy zwerbowany za granicą, bo nie wierzy w to że zatrzyma absolwentów Akademii Medycznych.",2.05,1.25,1.1,1.42,1.05,HAP
"Szkoda że pan poseł nie zdobył się na odrobinę szczerości, nie było rządów w historii Polski ani takiej partii która by załatwiła wszystkie problemy służby zdrowia, a wy się mienicie jak zawsze herosami.",0.92,0.95,0.88,0.91,0.84,ANG
"Nie, proszę nie słuchać marszałka Terleckiego, który mówi że polska służba zdrowia to jedna z najlepszych w Europie. Według czasopisma Lancet jest na dwudziestym trzecim miejscu na 28 krajów europejskich.",0.91,0.45,0.48,0.58,0.4,HAP
To są realne problemy. Oddziały są zamykane i zmniejszyła się za waszych rządów liczba łóżek szpitalnych o dwa i pół tysiąca jest trudniejszy dostęp do służby zdrowia.,1.5,1.05,1.05,1.19,0.89,HAP
"W związku z tym to nie jest pakiet który można podpisać przed wyborami który za chwilę się po wyborach zapomni. Dziś postulat lekarzy środowisk medycznych i ekspertów brzmi tak -  to jest postulat także do polityków: usiądziemy razem i opracujemy pakiet zmian, który obowiązywał będzie bez względu na to kto jest aktualnie przy władzy.",1.48,1.03,0.93,1.26,0.79,HAP
